DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,LV,2015,19.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,LV,2016,19.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,LV,2017,19.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,LV,2018,20.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,LV,2019,20.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,LV,2020,20.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,LV,2021,20.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,LV,2022,20.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MD,2011,10.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MD,2012,9.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MD,2013,9.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MD,2014,10.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MD,2015,10.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MD,2017,11.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MD,2021,14.9,p
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2011,12.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2012,12.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2013,13.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2014,13.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2015,13.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2016,14.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2017,14.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2018,14.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2019,15.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2020,15.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2021,15.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,ME,2022,16.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2011,11.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2012,11.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2013,12.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2014,12.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2015,12.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2016,13.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2017,13.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2018,13.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2019,14.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2020,14.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2021,14.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MK,2022,17.1,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2011,15.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2012,16.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2013,17.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2014,17.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2015,18.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2016,18.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2017,18.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2018,18.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2019,18.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2020,18.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2021,18.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,MT,2022,19.2,p
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2011,15.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2012,16.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2013,16.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2014,17.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2015,17.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2016,18.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2017,18.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2018,18.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2019,19.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2020,19.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2021,19.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NL,2022,20.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2011,15.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2012,15.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2013,15.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2014,15.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2015,16.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2016,16.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2017,16.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2018,16.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2019,17.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2020,17.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2021,17.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,NO,2022,18.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2011,13.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2012,14.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2013,14.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2014,14.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2015,15.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2016,16.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2017,16.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2018,17.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2019,17.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2020,18.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2021,18.7,ep
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PL,2022,19.1,ep
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2011,18.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2012,19.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2013,19.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2014,19.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2015,20.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2016,20.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2017,21.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2018,21.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2019,21.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2020,22.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2021,22.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,PT,2022,23.7,bp
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2011,16.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2012,16.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2013,16.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2014,16.5,e
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2015,17.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2016,17.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2017,17.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2018,18.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2019,18.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2020,18.9,e
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2021,19.3,e
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RO,2022,19.5,e
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2011,17.2,b
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2012,17.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2013,17.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2014,18.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2015,18.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2016,19.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2017,19.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2018,19.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2019,20.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2020,21.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2021,21.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RS,2022,21.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RU,2011,12.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,RU,2014,13.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2011,18.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2012,18.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2013,19.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2014,19.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2015,19.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2016,19.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2017,19.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2018,19.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2019,19.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2020,20.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2021,20.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SE,2022,20.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2011,16.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2012,16.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2013,17.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2014,17.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2015,17.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2016,18.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2017,18.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2018,19.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2019,19.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2020,20.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2021,20.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SI,2022,21.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2011,12.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2012,12.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2013,13.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2014,13.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2015,14.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2016,14.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2017,15.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2018,15.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2019,16.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2020,16.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2021,17.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SK,2022,17.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SM,2012,17.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SM,2013,17.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,SM,2018,19.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2011,7.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2012,7.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2013,7.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2014,7.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2015,8.0,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2016,8.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2017,8.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2018,8.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2019,8.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2020,9.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,TR,2021,9.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2011,15.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2012,15.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2013,15.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2014,15.3,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2015,15.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2016,15.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2017,16.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2018,16.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2019,16.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2020,17.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2021,17.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UA,2022,17.6,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UK,2011,16.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UK,2012,16.8,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UK,2013,17.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UK,2014,17.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UK,2015,17.7,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UK,2016,17.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UK,2017,18.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UK,2018,18.2,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,UK,2019,18.4,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,XK,2016,7.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,XK,2017,8.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,XK,2018,8.1,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,XK,2019,8.5,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,XK,2020,8.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,XK,2021,8.9,
ESTAT:TPS00028(1.0),03/07/23 23:00:00,A,PC_Y65_MAX,XK,2022,9.1,
