DATAFLOW,LAST UPDATE,freq,airpol,src_crf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BE,2012,85.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BE,2013,84.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BE,2014,80.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BE,2015,83.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BE,2016,82.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BE,2017,82.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BE,2018,83.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BE,2019,83.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BE,2020,75.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BE,2021,78.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,1991,78.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,1992,72.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,1993,71.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,1994,66.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,1995,67.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,1996,68.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,1997,64.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,1998,59.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,1999,51.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2000,48.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2001,55.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2002,52.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2003,58.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2004,56.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2005,55.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2006,60.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2007,64.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2008,64.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2009,53.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2010,57.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2011,68.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2012,62.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2013,57.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2014,59.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2015,64.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2016,58.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2017,61.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2018,55.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2019,54.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2020,46.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,BG,2021,54.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,1991,97.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,1992,99.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,1993,94.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,1994,94.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,1995,95.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,1996,93.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,1997,94.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,1998,99.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,1999,100.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2000,113.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2001,104.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2002,98.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2003,99.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2004,99.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2005,100.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2006,101.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2007,100.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2008,101.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2009,96.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2010,100.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2011,96.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2012,96.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2013,99.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2014,95.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2015,91.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2016,92.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2017,91.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2018,90.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2019,89.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2020,78.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CH,2021,80.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,1991,110.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,1992,116.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,1993,119.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,1994,123.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,1995,123.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,1996,128.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,1997,130.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,1998,135.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,1999,140.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2000,146.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2001,147.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2002,149.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2003,156.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2004,158.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2005,159.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2006,163.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2007,169.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2008,172.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2009,167.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2010,162.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2011,157.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2012,148.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2013,136.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2014,142.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2015,142.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2016,153.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2017,156.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2018,154.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2019,155.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2020,138.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CY,2021,145.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,1991,89.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,1992,86.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,1993,82.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,1994,78.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,1995,78.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,1996,80.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,1997,78.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,1998,75.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,1999,69.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2000,74.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2001,74.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2002,72.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2003,74.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2004,75.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2005,74.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2006,75.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2007,76.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2008,73.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2009,68.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2010,70.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2011,69.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2012,66.8,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2013,64.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2014,63.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2015,63.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2016,65.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2017,66.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2018,68.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2019,69.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2020,65.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,CZ,2021,66.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,1991,91.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,1992,87.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,1993,86.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,1994,85.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,1995,85.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,1996,87.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,1997,84.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,1998,83.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,1999,80.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2000,81.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2001,81.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2002,82.7,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2003,82.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2004,80.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2005,78.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2006,78.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2007,76.5,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2008,76.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2009,70.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2010,73.4,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2011,71.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2012,70.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2013,72.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2014,70.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2015,70.1,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2016,70.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2017,69.3,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2018,66.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2019,62.9,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2020,57.6,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DE,2021,60.2,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,1990,100.0,
ESTAT:SDG_13_10(1.0),13/07/23 23:00:00,A,GHG,TOTXMEMONIA,I90,DK,1991,112.3,
